"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","371","Validate posts data","chromium","Tue Oct 08 13:22:54 ICT 2024","passed","Tue Oct 08 13:22:55 ICT 2024","","api-tests.spec.ts","",""
